Clean_Product_Name,Customer_Name,Review_Date,clean_title,clean_description,Sentiment
Galaxy S24 Ultra Titanium Ram,Ahmed E.,يونيو 3 2025,يجب تخبروا الزبائن ان الجوالات صناعه اي الدوله,اشتريته ولم ياتي صناعه فيتنام وانا افضل الصناعه الفيتناميه ووجدت الاختلافات احذر الشراء تاكدوا صناعه اي دوله,neutral
Galaxy A16 Space Ram,عبدالواحد م.,مارس 30 2025,ممتاز,اناقته وخفته,positive
Iphone 16,Anonymous,مايو 23 2025,ممتاز والسعر مناسب,ممتاز والسعر مناسب,positive
Iphone 16,Anonymous,سبتمبر 27 2024,,اخذت ايفون عادي ممتاز الحمدلله,positive
Iphone 16,Abdelrahman H.,يناير 20 2025,الجوال اصلي وغير مستخدم,البائع رائع جدا,positive
Iphone 16,عبدالمجيد ا.,سبتمبر 14 2025,اصلي ويستاهل,ممتاز وحلو جبته هديه,positive
Iphone 16,Anonymous,سبتمبر 4 2025,,ممتاز جدا كمرته حلوه وحجمه كويس,positive
Galaxy A16 Space Ram,Anonymous,يونيو 1 2025,شئ,شي تمام,positive
Galaxy S24 Ultra Titanium Ram,رغد س.,سبتمبر 22 2025,اصدار اندرويد موحلو وثقيل,اخذته علاشان الشغل طلع مايسوا اليومين الي جلس معي اشتغلت اي شي وراه ورافضين يرجعون فلوسي جابريني اخذه,negative
Iphone 16,صباح ا.,مارس 15 2025,حلو,يجنن جميل جدا مميزاته كويسه حلوه,positive
Galaxy A16 Space Ram,Anonymous,أغسطس 28 2025,المنتج رائع,جيد,positive
Iphone 16,Anonymous,مايو 29 2025,الجهاز الوصف نسخه الشرق الاوسط,,neutral
Galaxy A16 Space Ram,جبر ا.,مايو 13 2025,متوسط,الرام ظعيف,negative
Galaxy S24 Ultra Titanium Ram,Mohmed A.,فبراير 22 2025,استخدم الجوال الا اسبوع فقط ولكنه جوال رائع جدا الاستخدام ولم اواجه اي مشكله حتي الان,يلبي الاحتياجات تقريبا يمكن القول بانه جوال متكامل وبالنسبه للسعر فيعتبر مناسب جدا,positive
Iphone 16,Badr  A.,مارس 8 2025,اصلي ونسخه عالميه,رائع اللون جميل جدا,positive
Galaxy S24 Ultra Titanium Ram,Mansoor I.,مايو 30 2024,افضل هاتف,انا احب صنع فيتنام,positive
Galaxy A16 Space Ram,Anonymous,أغسطس 3 2025,ممتاز,جيد ممتاز,positive
Iphone 16,Hamad  A.,مايو 26 2025,شكرا,جميل اشتريته لبنتي وعجبها كثير,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,يونيو 7 2025,راضي,جيد وممتاز,positive
Iphone 16,راشد  ا.,أبريل 8 2025,الجوال يسخن مرهه ارجو ايجاد حل,الجوال,neutral
Iphone 16,Noureldin A.,ديسمبر 21 2024,,شركه محترمه والتليفون بحاله ممتازه,positive
Galaxy S24 Ultra Titanium Ram,Abdul J.,يوليو 10 2024,افضل حاله جديده,الموصوفه,neutral
Galaxy S24 Ultra Titanium Ram,Fahad R.,يوليو 22 2025,منتج جيد,منتج جيد,positive
Iphone 16,عاطف ا.,مايو 19 2025,الدقه بالمواعيد والمصداقيه,المصداقيه,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,فبراير 21 2024,جيدا,سرير جيدا جدا,positive
Galaxy S24 Ultra Titanium Ram,Fawaz Q.,أغسطس 26 2024,جوال يحمله المندوب بالشنطه صاكته الشمس تقل جمره والله ليتني رفضت استلامه لكني محتاجه,جوال يحمله المندوب بالشنطه صاكته الشمس تقل جمره والله ليتني رفضت استلامه لكني محتاجه,neutral
Galaxy A16 Space Ram,ام عبدالله ا.,أغسطس 29 2025,ممتاز,شكرا,positive
Galaxy S24 Ultra Titanium Ram,Faiz  A.,فبراير 12 2025,متحمس تماما,افضل نسخه,positive
Iphone 16,Wejdan A.,سبتمبر 22 2025,رائع,وصل اسبوعين ونص بدون خلل,neutral
Iphone 16,Anonymous,يونيو 15 2025,,مره جميل ذوق انثي,positive
Iphone 16,إبراهيم م.,مايو 3 2025,ممتاز جدا,شكرا ممتاز جدا الاصلي,positive
Galaxy S24 Ultra Titanium Ram,Waleed S.,سبتمبر 29 2024,لطيف جيد,منتج جيد اصلي احبه,positive
Iphone 16,Anonymous,أكتوبر 5 2024,,السرعه فالتوصيل وسهوله الطلب بالتطبيق,positive
Galaxy S24 Ultra Titanium Ram,Ashraf A.,سبتمبر 23 2024,هاتف جيد,صوره جيده,neutral
Galaxy A16 Space Ram,ابراهيم  ا.,مايو 8 2025,حلو,التجربه,neutral
Iphone 16,Anonymous,أكتوبر 28 2024,ايفون,شكراا علي سرعه توصيل الطلب,positive
Iphone 16,فاطمه ا.,أبريل 2 2025,بنات يهبل,والحمدلله خسررررت,positive
Iphone 16,Anonymous,يونيو 23 2025,اصلي,اصلييي والله مره عجبني حلو,positive
Galaxy S24 Ultra Titanium Ram,Aziz A.,مارس 20 2024,منتج مذهل احبه,شئ,neutral
Galaxy A16 Space Ram,مهدي ا.,مارس 10 2025,جيدجدا,انصح,positive
Galaxy S24 Ultra Titanium Ram,Tofik A.,أكتوبر 26 2024,جيد,انا سعيد بهذا الهاتف,positive
Galaxy S24 Ultra Titanium Ram,عبدالله ا.,فبراير 16 2025,افضل موبايلات سامسونج واقواها,افضل موديل فئه الاس قوه سرعه اداء قوه تصوير بخيارات متعدده انا فضلته علي الاس الترا شكرا للتاجر وشكرا لنون علي جوده المنتج وسرعه التوصيل,positive
Galaxy A16 Space Ram,رباب خ.,مارس 5 2025,ممتاز,جدا ممتاز,positive
Iphone 16,Saad B.,مارس 14 2025,شكرا خدمه ستار,دقه المواعيد,neutral
Galaxy S24 Ultra Titanium Ram,Abdallah Yahya A.,أغسطس 9 2025,نجران حي العريسه,جيد شاري جوال الترا علي انو جديد والجوال طلع مستعمل الضمان مفعل شهر تاريخ الشراء والي اكدلي كده خدمه عملاء سامسونج نفسهم,negative
Iphone 16,Thamer A.,يونيو 2 2025,اصلي,المواصفات المذكوره واصلي,neutral
Galaxy S24 Ultra Titanium Ram,Anonymous,مارس 7 2025,الجوده الطلب,مرضي,negative
Iphone 16,علي ا.,أغسطس 26 2025,ممتاز جدا,سرعه توصيل وجوده منتج,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,يوليو 10 2025,جوالات السامسونج رائعه وجميله وبالاخص السلسه,تم التاكد الوكيل المصنع ان المنتج اصلي والضمان ساري سنتين يبدا نهايه شراء المنتج وسرعه بالتوصيل,neutral
Galaxy A16 Space Ram,Tarek M.,مايو 25 2025,الوصف,ممتاز,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,أغسطس 28 2024,ممتاز,الحمد لله سعيده جدا,positive
Iphone 16,جمعان آ.,أكتوبر 9 2025,ممتازه,مطابق للمواصفات المطلوبه,neutral
Iphone 16,Anonymous,مايو 25 2025,المنتج اصلي,الحمد لله المنتج اصلي,positive
Galaxy A16 Space Ram,Anonymous,يناير 15 2025,ممتاز,جوده جيده,positive
Galaxy A16 Space Ram,Anonymous,أبريل 22 2025,شكرا,شكرا شكرا,positive
Iphone 16,Anonymous,يناير 16 2025,رهيب واصلي,كنت متخوفه فعلا اصلي,positive
Iphone 16,Anonymous,أبريل 10 2025,المنتج جميل جدا,شي شكرا,positive
Iphone 16,Anonymous,مايو 19 2025,لمن مناسب,يدعم فريم انتبه,neutral
Galaxy S24 Ultra Titanium Ram,Manu M.,سبتمبر 21 2025,منتج جيد,منتج جيد,positive
Iphone 16,Samer A.,يوليو 1 2025,شكر منتج رائع,شكرا جميعا,positive
Galaxy A16 Space Ram,خالد ذ.,مارس 23 2025,,هاتف جيد وسلس,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,يوليو 24 2025,البطاريه يخلص بسرعه انصحكم نهائيا,لاانصحكم البطاريه يخلص سريع مايجلس حتي ساعات ويكمل بسرعه للاسف قدمنا شكوي ولم يحلوا مشكلتنا خدمه سيئه جدا,negative
Iphone 16,Nayef A.,فبراير 14 2025,الوصف,شي جديد شكرا اكسترا,positive
Galaxy S24 Ultra Titanium Ram,Achom C.,أبريل 2 2025,سامسونج الترا,الافضل علي الاطلاق,positive
Iphone 16,Osama A.,مايو 6 2025,يجنن,الجهاز وصلني مغلف عدل واصللي,neutral
Galaxy A16 Space Ram,محمد ا.,مايو 11 2025,الوصف,جميل,positive
Galaxy S24 Ultra Titanium Ram,Ateeq R.,فبراير 7 2025,ممتاز,جميله وانيقه,positive
Galaxy A16 Space Ram,Anonymous,مايو 1 2025,ممتاز,كويس جدا,positive
Galaxy S24 Ultra Titanium Ram,Ali R.,فبراير 4 2025,موبايل جيد,موبايل جيد,positive
Iphone 16,Abdullah S.,ديسمبر 7 2024,جوال خفييييف,توصييييل سريع خصم ممتاز,positive
Iphone 16,Abdulaziz A.,أكتوبر 27 2024,جميل وخفيف,مساحه التخزين لون المنتج,neutral
Galaxy A16 Space Ram,نهاد ا.,يونيو 10 2025,حلو,كويس جدا,positive
Iphone 16,علي ا.,مايو 26 2025,اهم شي الاصلي,السعر وسرعه التوصيل,neutral
Galaxy A16 Space Ram,Anonymous,فبراير 3 2025,شكرا,شكرا,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,يوليو 25 2025,لاسف يتم تنزيل سامسنج باي وهاذا يدل علي ان الجوال سعودي,المفروض ان البايع يوضح ان الجوال سعودي حاولت انزل سامسنج باي للاسف يقبل الجوال,negative
Galaxy A16 Space Ram,علي ا.,سبتمبر 23 2025,شكرا,شكرا,positive
Iphone 16,Yassin M.,مايو 8 2025,السعر تنافسي,تاخر قليلا الوصول,neutral
Galaxy S24 Ultra Titanium Ram,Iqra S.,أكتوبر 19 2024,رائع موضح,احبه,positive
Galaxy A16 Space Ram,Jameela A.,سبتمبر 15 2025,ممتاز,ممتاز,positive
Galaxy S24 Ultra Titanium Ram,Mr  T.,مايو 6 2025,جيد,صنع اصلي كوريا,positive
Iphone 16,نوره ا.,أغسطس 6 2025,عجمان,المنتج مميز والخدمه سريعه,positive
Galaxy S24 Ultra Titanium Ram,Malik Danial N.,يونيو 8 2024,موضح,فقط رائع,positive
Galaxy A16 Space Ram,Mesoo M.,يوليو 26 2025,,كويس جوال,neutral
Galaxy A16 Space Ram,سعد ا.,يوليو 3 2025,جميل جدا,,neutral
Iphone 16,Anonymous,فبراير 3 2025,اصلي,الجهاز اصلي ونسخه الشرق الاوسط,neutral
Galaxy A16 Space Ram,ناصر محمد  ا.,فبراير 7 2025,ممتاز,شكر,positive
Iphone 16,Anonymous,فبراير 5 2025,يجننن,الجوال جديد ورهيب عجبني جدا,positive
Galaxy S24 Ultra Titanium Ram,Ali Q.,مايو 10 2024,افضل شي الشاشه مو منحنيه الاطراف,طبعا كنا محبي النوت وتركناهم سنوات بسبب الشاشه المنحنيه اللي كانت نقطه ضعف ومع الاصدار رجعنا اشترينا الالترا ويستحق الشراء فعلا جوال القيمه,neutral
Galaxy A16 Space Ram,MOHAMMED A.,سبتمبر 20 2025,ممتاز,ممتاز,positive
Iphone 16,HAYAT A.,ديسمبر 18 2024,ايفون وردي,ممتاز انصح الجميع,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,مارس 9 2025,جيد,افضل هاتف يعمل بنظام اندرويد,positive
Galaxy A16 Space Ram,محمد م.,سبتمبر 11 2025,ممتاز,ممتاز,positive
Galaxy S24 Ultra Titanium Ram,Mohamed S.,سبتمبر 11 2025,منتج اصلي ومعفي الضرايب,الجهاز معفي الضرايب فعلا فتنامي مش معاه ضمان للاسف ده موضح الاعلان تم التاكد السيريال المنتج اصلي,neutral
Galaxy A16 Space Ram,معاذ ا.,أبريل 14 2025,ممتاز,ماركه,positive
Iphone 16,Anonymous,يناير 2 2025,خدمه جميله,استخدام جميل وحلو واصلي,positive
Iphone 16,غالب ا.,أكتوبر 3 2024,وزن الجهاز,اكثر شي حبيته بالجهاز خفته,positive
Galaxy A16 Space Ram,Anonymous,يونيو 4 2025,ممتاز,ممتاز,positive
Galaxy S24 Ultra Titanium Ram,Waseem H.,يناير 7 2025,انه يبدو لطيفا,جوال جيد,positive
Iphone 16,Amal S.,سبتمبر 28 2024,اهم شي تاخذون بائع,حلووو واصلي,positive
Galaxy A16 Space Ram,MOHANAD A.,مايو 16 2025,ممتاز,شكرا,positive
Galaxy S24 Ultra Titanium Ram,Raj T.,يونيو 9 2025,هاتف جميل,هاتف احلامي,neutral
Iphone 16,Raafat S.,يناير 31 2025,ممتاز,السعر ارخص السوق,negative
Galaxy S24 Ultra Titanium Ram,Anonymous,أغسطس 2 2025,لطيف جيد,مذهله للغايه,positive
Galaxy A16 Space Ram,Anonymous,أبريل 15 2025,ممتاز,ممتاز,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,أبريل 1 2025,جيد,المنتج جيد جدا,positive
Galaxy S24 Ultra Titanium Ram,Mohammed S.,يونيو 30 2025,صراحه تجربه رائعه انها الاولي,وصل المنتج الوصف سليم تماما داخل حافظته مندوب سوداني ملتزم بالموعد بالدقيقه وقمه الرقي التعامل,positive
Iphone 16,Anonymous,سبتمبر 8 2025,,مره كويس يعلق احيانا شوي,negative
Galaxy S24 Ultra Titanium Ram,Samaa S.,ديسمبر 15 2024,بيهنج,الموبايل بيهنج وتقيل وبيعلق الصوت ساعات بيعلي وساعات وكذلك الاسكرين شوت اغلب الوقت بيعلق ومبيعملش اسكرين علي الرغم اني لسه مركبتلوش اسكرينه فانا محتاجه ارجعه,negative
Galaxy S24 Ultra Titanium Ram,Anonymous,سبتمبر 5 2025,جوده جيده,منتج جيد,positive
Iphone 16,خالد ر.,يناير 10 2025,جوده المنتج,يوجد اشكاليه المنتج,negative
Galaxy A16 Space Ram,محمد م.,مارس 20 2025,ممتاز,ممتاز,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,مارس 21 2025,لطيف جيد,منتجات جيده اصليه,neutral
Iphone 16,الامين م.,مارس 31 2025,تعامل ممتاز,التجربه جميله وسهله,positive
Iphone 16,عمر ا.,أكتوبر 10 2025,اللون,اللون كحلي وليس بنفسجي,neutral
Galaxy A16 Space Ram,محمد م.,فبراير 5 2025,ممتاز,ممتاز,positive
Iphone 16,ابراهيم ا.,سبتمبر 28 2024,اصلي,انصح الشراء الجهاز الوصف,neutral
Galaxy S24 Ultra Titanium Ram,Anshul S.,أغسطس 9 2024,المنتج الاصلي,الوصف,neutral
Iphone 16,Essa A.,أغسطس 14 2025,لون جميل,المنتج جدا جميل شكرا,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,يناير 5 2025,,بورديد لطيف واشياء اخري,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,يناير 4 2025,اله,المنتج جيد جدا,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,أغسطس 11 2025,الترا,منتج مذهل,positive
Iphone 16,ام محمد ا.,سبتمبر 29 2025,سرعه التسوق والتوصيل,جميل,positive
Iphone 16,موسى ا.,مايو 3 2025,الحمدلله,وصل الوصف,positive
Galaxy S24 Ultra Titanium Ram,Muhammad N.,يونيو 13 2025,الخير الافضل,جيد جدا,positive
Iphone 16,عصام م.,مارس 8 2025,وسط,مقبول انصح حجمه صغير جدا,positive
Galaxy S24 Ultra Titanium Ram,Mohammed J.,أبريل 16 2025,ممتاز,ممتاز شكرا,positive
Iphone 16,نايف ا.,أبريل 14 2025,اصلي وغني التعريف,وصل بالوقت,positive
